"Time"	"Function"	"Ncol"	"Nrow"	"Type"
1533040	"apply"	1000	10	"matrix"
1068746	"loop"	1000	10	"matrix"
31548	"colSums"	1000	10	"matrix"
1476169	"apply"	1000	10	"matrix"
1176346	"loop"	1000	10	"matrix"
1090494	"loop"	1000	10	"matrix"
1471049	"apply"	1000	10	"matrix"
1461014	"apply"	1000	10	"matrix"
29016	"colSums"	1000	10	"matrix"
19018	"colSums"	1000	10	"matrix"
1119733	"loop"	1000	10	"matrix"
1465910	"apply"	1000	10	"matrix"
1455793	"apply"	1000	10	"matrix"
1102275	"loop"	1000	10	"matrix"
1059802	"loop"	1000	10	"matrix"
1058589	"loop"	1000	10	"matrix"
1533955	"apply"	1000	10	"matrix"
29987	"colSums"	1000	10	"matrix"
19634	"colSums"	1000	10	"matrix"
18898	"colSums"	1000	10	"matrix"
19986	"colSums"	1000	10	"matrix"
1066210	"loop"	1000	10	"matrix"
1837010	"apply"	1000	10	"matrix"
1098201	"loop"	1000	10	"matrix"
1066805	"loop"	1000	10	"matrix"
36035	"colSums"	1000	10	"matrix"
3025901	"loop"	1000	10	"matrix"
1509653	"apply"	1000	10	"matrix"
1048848	"loop"	1000	10	"matrix"
1505766	"apply"	1000	10	"matrix"
1494323	"apply"	1000	10	"matrix"
1456858	"apply"	1000	10	"matrix"
1497368	"apply"	1000	10	"matrix"
1081267	"loop"	1000	10	"matrix"
1087302	"loop"	1000	10	"matrix"
1090387	"loop"	1000	10	"matrix"
1049764	"loop"	1000	10	"matrix"
1484882	"apply"	1000	10	"matrix"
1053492	"loop"	1000	10	"matrix"
1082811	"loop"	1000	10	"matrix"
1042630	"loop"	1000	10	"matrix"
33847	"colSums"	1000	10	"matrix"
1465994	"apply"	1000	10	"matrix"
21173	"colSums"	1000	10	"matrix"
1497627	"apply"	1000	10	"matrix"
1464763	"apply"	1000	10	"matrix"
1042738	"loop"	1000	10	"matrix"
1517183	"apply"	1000	10	"matrix"
28527	"colSums"	1000	10	"matrix"
1044783	"loop"	1000	10	"matrix"
1498240	"apply"	1000	10	"matrix"
1498614	"apply"	1000	10	"matrix"
1045262	"loop"	1000	10	"matrix"
29745	"colSums"	1000	10	"matrix"
19475	"colSums"	1000	10	"matrix"
1045628	"loop"	1000	10	"matrix"
1088900	"loop"	1000	10	"matrix"
1472425	"apply"	1000	10	"matrix"
1487095	"apply"	1000	10	"matrix"
27360	"colSums"	1000	10	"matrix"
19207	"colSums"	1000	10	"matrix"
18722	"colSums"	1000	10	"matrix"
1084809	"loop"	1000	10	"matrix"
1484828	"apply"	1000	10	"matrix"
25809	"colSums"	1000	10	"matrix"
1477529	"apply"	1000	10	"matrix"
21294	"colSums"	1000	10	"matrix"
1490145	"apply"	1000	10	"matrix"
21608	"colSums"	1000	10	"matrix"
1046547	"loop"	1000	10	"matrix"
20042	"colSums"	1000	10	"matrix"
1046821	"loop"	1000	10	"matrix"
1132871	"loop"	1000	10	"matrix"
1049415	"loop"	1000	10	"matrix"
1050026	"loop"	1000	10	"matrix"
1498637	"apply"	1000	10	"matrix"
1585421	"apply"	1000	10	"matrix"
1773407	"apply"	1000	10	"matrix"
3483011	"apply"	1000	10	"matrix"
1559944	"apply"	1000	10	"matrix"
1032590	"loop"	1000	10	"matrix"
1045303	"loop"	1000	10	"matrix"
33222	"colSums"	1000	10	"matrix"
1549898	"apply"	1000	10	"matrix"
22901	"colSums"	1000	10	"matrix"
1490019	"apply"	1000	10	"matrix"
1456023	"apply"	1000	10	"matrix"
1047679	"loop"	1000	10	"matrix"
1498947	"apply"	1000	10	"matrix"
1045885	"loop"	1000	10	"matrix"
1046892	"loop"	1000	10	"matrix"
30685	"colSums"	1000	10	"matrix"
19520	"colSums"	1000	10	"matrix"
1080253	"loop"	1000	10	"matrix"
1049199	"loop"	1000	10	"matrix"
1051780	"loop"	1000	10	"matrix"
24361	"colSums"	1000	10	"matrix"
19253	"colSums"	1000	10	"matrix"
1048152	"loop"	1000	10	"matrix"
19686	"colSums"	1000	10	"matrix"
1087061	"loop"	1000	10	"matrix"
1044097	"loop"	1000	10	"matrix"
1055071	"loop"	1000	10	"matrix"
1122686	"loop"	1000	10	"matrix"
29003	"colSums"	1000	10	"matrix"
1472462	"apply"	1000	10	"matrix"
1449869	"apply"	1000	10	"matrix"
1472487	"apply"	1000	10	"matrix"
26238	"colSums"	1000	10	"matrix"
1060259	"loop"	1000	10	"matrix"
1459278	"apply"	1000	10	"matrix"
1068885	"loop"	1000	10	"matrix"
1082869	"loop"	1000	10	"matrix"
1048290	"loop"	1000	10	"matrix"
1047694	"loop"	1000	10	"matrix"
1517994	"apply"	1000	10	"matrix"
1045542	"loop"	1000	10	"matrix"
1467335	"apply"	1000	10	"matrix"
1597745	"apply"	1000	10	"matrix"
1051383	"loop"	1000	10	"matrix"
1459714	"apply"	1000	10	"matrix"
1086594	"loop"	1000	10	"matrix"
31458	"colSums"	1000	10	"matrix"
19180	"colSums"	1000	10	"matrix"
1046095	"loop"	1000	10	"matrix"
1053273	"loop"	1000	10	"matrix"
1054280	"loop"	1000	10	"matrix"
1528018	"apply"	1000	10	"matrix"
1495681	"apply"	1000	10	"matrix"
1549034	"apply"	1000	10	"matrix"
1515748	"apply"	1000	10	"matrix"
3430549	"apply"	1000	10	"matrix"
1095946	"loop"	1000	10	"matrix"
1144025	"loop"	1000	10	"matrix"
1616795	"apply"	1000	10	"matrix"
1470300	"apply"	1000	10	"matrix"
1481879	"apply"	1000	10	"matrix"
1044613	"loop"	1000	10	"matrix"
1043563	"loop"	1000	10	"matrix"
1382192	"loop"	1000	10	"matrix"
1067402	"loop"	1000	10	"matrix"
1505907	"apply"	1000	10	"matrix"
31209	"colSums"	1000	10	"matrix"
1047005	"loop"	1000	10	"matrix"
20320	"colSums"	1000	10	"matrix"
1742583	"apply"	1000	10	"matrix"
1495215	"apply"	1000	10	"matrix"
25243	"colSums"	1000	10	"matrix"
1473787	"apply"	1000	10	"matrix"
1451719	"apply"	1000	10	"matrix"
1455063	"apply"	1000	10	"matrix"
1071906	"loop"	1000	10	"matrix"
29684	"colSums"	1000	10	"matrix"
19561	"colSums"	1000	10	"matrix"
18371	"colSums"	1000	10	"matrix"
18463	"colSums"	1000	10	"matrix"
1461638	"apply"	1000	10	"matrix"
20726	"colSums"	1000	10	"matrix"
1078058	"loop"	1000	10	"matrix"
1047822	"loop"	1000	10	"matrix"
1486905	"apply"	1000	10	"matrix"
1514017	"apply"	1000	10	"matrix"
27339	"colSums"	1000	10	"matrix"
1052669	"loop"	1000	10	"matrix"
1500765	"apply"	1000	10	"matrix"
1444108	"apply"	1000	10	"matrix"
26280	"colSums"	1000	10	"matrix"
19000	"colSums"	1000	10	"matrix"
1049589	"loop"	1000	10	"matrix"
1503160	"apply"	1000	10	"matrix"
22404	"colSums"	1000	10	"matrix"
19066	"colSums"	1000	10	"matrix"
1050274	"loop"	1000	10	"matrix"
20358	"colSums"	1000	10	"matrix"
1461190	"apply"	1000	10	"matrix"
1495212	"apply"	1000	10	"matrix"
22506	"colSums"	1000	10	"matrix"
18918	"colSums"	1000	10	"matrix"
18921	"colSums"	1000	10	"matrix"
1090854	"loop"	1000	10	"matrix"
1062449	"loop"	1000	10	"matrix"
21241	"colSums"	1000	10	"matrix"
1485426	"apply"	1000	10	"matrix"
1057345	"loop"	1000	10	"matrix"
23902	"colSums"	1000	10	"matrix"
1060483	"loop"	1000	10	"matrix"
20353	"colSums"	1000	10	"matrix"
1493424	"apply"	1000	10	"matrix"
22412	"colSums"	1000	10	"matrix"
1069580	"loop"	1000	10	"matrix"
1630617	"apply"	1000	10	"matrix"
25908	"colSums"	1000	10	"matrix"
1540469	"apply"	1000	10	"matrix"
3599653	"apply"	1000	10	"matrix"
1157439	"loop"	1000	10	"matrix"
34510	"colSums"	1000	10	"matrix"
1037150	"loop"	1000	10	"matrix"
20557	"colSums"	1000	10	"matrix"
19229	"colSums"	1000	10	"matrix"
1059796	"loop"	1000	10	"matrix"
1472979	"apply"	1000	10	"matrix"
1045092	"loop"	1000	10	"matrix"
1483643	"apply"	1000	10	"matrix"
1049757	"loop"	1000	10	"matrix"
28786	"colSums"	1000	10	"matrix"
19351	"colSums"	1000	10	"matrix"
1453627	"apply"	1000	10	"matrix"
20931	"colSums"	1000	10	"matrix"
19061	"colSums"	1000	10	"matrix"
1047641	"loop"	1000	10	"matrix"
1486264	"apply"	1000	10	"matrix"
22381	"colSums"	1000	10	"matrix"
19111	"colSums"	1000	10	"matrix"
1449713	"apply"	1000	10	"matrix"
20480	"colSums"	1000	10	"matrix"
1522629	"apply"	1000	10	"matrix"
1048592	"loop"	1000	10	"matrix"
1485155	"apply"	1000	10	"matrix"
25662	"colSums"	1000	10	"matrix"
1483611	"apply"	1000	10	"matrix"
1481760	"apply"	1000	10	"matrix"
1048698	"loop"	1000	10	"matrix"
27014	"colSums"	1000	10	"matrix"
1056328	"loop"	1000	10	"matrix"
20336	"colSums"	1000	10	"matrix"
18858	"colSums"	1000	10	"matrix"
1062176	"loop"	1000	10	"matrix"
1476834	"apply"	1000	10	"matrix"
21638	"colSums"	1000	10	"matrix"
1450966	"apply"	1000	10	"matrix"
1060276	"loop"	1000	10	"matrix"
23699	"colSums"	1000	10	"matrix"
1046680	"loop"	1000	10	"matrix"
1468101	"apply"	1000	10	"matrix"
1065255	"loop"	1000	10	"matrix"
1048935	"loop"	1000	10	"matrix"
1086698	"loop"	1000	10	"matrix"
1923289	"apply"	1000	10	"matrix"
1154157	"loop"	1000	10	"matrix"
1641970	"apply"	1000	10	"matrix"
1555044	"apply"	1000	10	"matrix"
30531	"colSums"	1000	10	"matrix"
1100324	"loop"	1000	10	"matrix"
1203219	"loop"	1000	10	"matrix"
2019206	"apply"	1000	10	"matrix"
1060136	"loop"	1000	10	"matrix"
1521253	"apply"	1000	10	"matrix"
1491112	"apply"	1000	10	"matrix"
1079250	"loop"	1000	10	"matrix"
34857	"colSums"	1000	10	"matrix"
20337	"colSums"	1000	10	"matrix"
1064066	"loop"	1000	10	"matrix"
1090935	"loop"	1000	10	"matrix"
2976043	"loop"	1000	10	"matrix"
1104658	"loop"	1000	10	"matrix"
38157	"colSums"	1000	10	"matrix"
1459792	"apply"	1000	10	"matrix"
21545	"colSums"	1000	10	"matrix"
1459780	"apply"	1000	10	"matrix"
1469323	"apply"	1000	10	"matrix"
1478774	"apply"	1000	10	"matrix"
27193	"colSums"	1000	10	"matrix"
1048956	"loop"	1000	10	"matrix"
1472731	"apply"	1000	10	"matrix"
1455678	"apply"	1000	10	"matrix"
1050309	"loop"	1000	10	"matrix"
1471919	"apply"	1000	10	"matrix"
28380	"colSums"	1000	10	"matrix"
1501624	"apply"	1000	10	"matrix"
1479230	"apply"	1000	10	"matrix"
1468507	"apply"	1000	10	"matrix"
29767	"colSums"	1000	10	"matrix"
1502125	"apply"	1000	10	"matrix"
1086711	"loop"	1000	10	"matrix"
1469662	"apply"	1000	10	"matrix"
1047533	"loop"	1000	10	"matrix"
1501277	"apply"	1000	10	"matrix"
28275	"colSums"	1000	10	"matrix"
1045292	"loop"	1000	10	"matrix"
1465882	"apply"	1000	10	"matrix"
1065711	"loop"	1000	10	"matrix"
26562	"colSums"	1000	10	"matrix"
1464162	"apply"	1000	10	"matrix"
1478610	"apply"	1000	10	"matrix"
22908	"colSums"	1000	10	"matrix"
19063	"colSums"	1000	10	"matrix"
1467032	"apply"	1000	10	"matrix"
21507	"colSums"	1000	10	"matrix"
1052513	"loop"	1000	10	"matrix"
1052007	"loop"	1000	10	"matrix"
1042287	"loop"	1000	10	"matrix"
1055064	"loop"	1000	10	"matrix"
1482491	"apply"	1000	10	"matrix"
1491435	"apply"	1000	10	"matrix"
1484306	"apply"	1000	10	"matrix"
1498687	"apply"	1000	10	"matrix"
1500626	"apply"	1000	10	"matrix"
1507629	"apply"	1000	10	"matrix"
1058303	"loop"	1000	10	"matrix"
1540709	"apply"	1000	10	"matrix"
1061893	"loop"	1000	10	"matrix"
31999	"colSums"	1000	10	"matrix"
19629	"colSums"	1000	10	"matrix"
19379	"colSums"	1000	10	"matrix"
1533864	"apply"	1000	10	"matrix"
21758	"colSums"	1000	10	"matrix"
19359	"colSums"	1000	10	"matrix"
3494618	"apply"	1000	10	"matrix"
1337763	"loop"	1000	10	"matrix"
1048190	"loop"	1000	10	"matrix"
1489911	"apply"	1000	10	"matrix"
1456186	"apply"	1000	10	"matrix"
1091502	"loop"	1000	10	"matrix"
34860	"colSums"	1000	10	"matrix"
20491	"colSums"	1000	10	"matrix"
1469316	"apply"	1000	10	"matrix"
1474198	"apply"	1000	10	"matrix"
23394	"colSums"	1000	10	"matrix"
1482365	"apply"	1000	10	"matrix"
1458438	"apply"	1000	10	"matrix"
1498382	"apply"	1000	10	"matrix"
27672	"colSums"	1000	10	"matrix"
19061	"colSums"	1000	10	"matrix"
1457684	"apply"	1000	10	"matrix"
1050816	"loop"	1000	10	"matrix"
1066054	"loop"	1000	10	"matrix"
26722	"colSums"	1000	10	"matrix"
19057	"colSums"	1000	10	"matrix"
18877	"colSums"	1000	10	"matrix"
18330	"colSums"	1000	10	"matrix"
1731799	"apply"	1000	10	"matrix"
1044975	"loop"	1000	10	"matrix"
26157	"colSums"	1000	10	"matrix"
1054264	"loop"	1000	10	"matrix"
21286	"colSums"	1000	10	"matrix"
1474226	"apply"	1000	10	"matrix"
1050182	"loop"	1000	10	"matrix"
1470863	"apply"	1000	10	"matrix"
1456809	"apply"	1000	10	"matrix"
27348	"colSums"	1000	10	"matrix"
1459678	"apply"	1000	10	"matrix"
20788	"colSums"	1000	10	"matrix"
18833	"colSums"	1000	10	"matrix"
1262116	"loop"	1000	10	"matrix"
35094	"colSums"	1000	10	"matrix"
1161199	"loop"	1000	10	"matrix"
1481701	"apply"	1000	10	"matrix"
1091913	"loop"	1000	10	"matrix"
1465929	"apply"	1000	10	"matrix"
1071315	"loop"	1000	10	"matrix"
1503878	"apply"	1000	10	"matrix"
1449426	"apply"	1000	10	"matrix"
1453458	"apply"	1000	10	"matrix"
30395	"colSums"	1000	10	"matrix"
1091345	"loop"	1000	10	"matrix"
1049745	"loop"	1000	10	"matrix"
23141	"colSums"	1000	10	"matrix"
19603	"colSums"	1000	10	"matrix"
1460972	"apply"	1000	10	"matrix"
1369930	"loop"	1000	10	"matrix"
1492978	"apply"	1000	10	"matrix"
1052107	"loop"	1000	10	"matrix"
1496650	"apply"	1000	10	"matrix"
29260	"colSums"	1000	10	"matrix"
20197	"colSums"	1000	10	"matrix"
1067721	"loop"	1000	10	"matrix"
1094692	"loop"	1000	10	"matrix"
8328142	"apply"	1000	10	"matrix"
1149950	"loop"	1000	10	"matrix"
34910	"colSums"	1000	10	"matrix"
1580838	"apply"	1000	10	"matrix"
1145461	"loop"	1000	10	"matrix"
27493	"colSums"	1000	10	"matrix"
1556217	"apply"	1000	10	"matrix"
23024	"colSums"	1000	10	"matrix"
1076346	"loop"	1000	10	"matrix"
1504705	"apply"	1000	10	"matrix"
1545844	"apply"	1000	10	"matrix"
1505235	"apply"	1000	10	"matrix"
1505443	"apply"	1000	10	"matrix"
1170557	"loop"	1000	10	"matrix"
30269	"colSums"	1000	10	"matrix"
1233908	"loop"	1000	10	"matrix"
1222662	"loop"	1000	10	"matrix"
1574364	"apply"	1000	10	"matrix"
1512007	"apply"	1000	10	"matrix"
1509023	"apply"	1000	10	"matrix"
1112529	"loop"	1000	10	"matrix"
1548711	"apply"	1000	10	"matrix"
1696988	"apply"	1000	10	"matrix"
31860	"colSums"	1000	10	"matrix"
1647797	"apply"	1000	10	"matrix"
1184351	"loop"	1000	10	"matrix"
1651500	"apply"	1000	10	"matrix"
41985	"colSums"	1000	10	"matrix"
1771544	"apply"	1000	10	"matrix"
1613451	"apply"	1000	10	"matrix"
1189873	"loop"	1000	10	"matrix"
1620212	"apply"	1000	10	"matrix"
1633972	"apply"	1000	10	"matrix"
1607063	"apply"	1000	10	"matrix"
1611380	"apply"	1000	10	"matrix"
1190502	"loop"	1000	10	"matrix"
1174354	"loop"	1000	10	"matrix"
1174185	"loop"	1000	10	"matrix"
1179708	"loop"	1000	10	"matrix"
1649800	"apply"	1000	10	"matrix"
1168840	"loop"	1000	10	"matrix"
1210930	"loop"	1000	10	"matrix"
1190646	"loop"	1000	10	"matrix"
36770	"colSums"	1000	10	"matrix"
18950	"colSums"	1000	10	"matrix"
1636827	"apply"	1000	10	"matrix"
1623035	"apply"	1000	10	"matrix"
23878	"colSums"	1000	10	"matrix"
1624908	"apply"	1000	10	"matrix"
1617122	"apply"	1000	10	"matrix"
3447273	"apply"	1000	10	"matrix"
1113272	"loop"	1000	10	"matrix"
32730	"colSums"	1000	10	"matrix"
1101471	"loop"	1000	10	"matrix"
20915	"colSums"	1000	10	"matrix"
1072093	"loop"	1000	10	"matrix"
21177	"colSums"	1000	10	"matrix"
1504479	"apply"	1000	10	"matrix"
21868	"colSums"	1000	10	"matrix"
1468937	"apply"	1000	10	"matrix"
1474434	"apply"	1000	10	"matrix"
22729	"colSums"	1000	10	"matrix"
19282	"colSums"	1000	10	"matrix"
1082717	"loop"	1000	10	"matrix"
1483759	"apply"	1000	10	"matrix"
1489489	"apply"	1000	10	"matrix"
1076588	"loop"	1000	10	"matrix"
1087496	"loop"	1000	10	"matrix"
31903	"colSums"	1000	10	"matrix"
1505704	"apply"	1000	10	"matrix"
1510140	"apply"	1000	10	"matrix"
1059775	"loop"	1000	10	"matrix"
27694	"colSums"	1000	10	"matrix"
1061799	"loop"	1000	10	"matrix"
1100946	"loop"	1000	10	"matrix"
1080130	"loop"	1000	10	"matrix"
27300	"colSums"	1000	10	"matrix"
1663695	"apply"	1000	10	"matrix"
1577026	"apply"	1000	10	"matrix"
1503281	"apply"	1000	10	"matrix"
1534940	"apply"	1000	10	"matrix"
1378137	"loop"	1000	10	"matrix"
1633037	"apply"	1000	10	"matrix"
1067115	"loop"	1000	10	"matrix"
31825	"colSums"	1000	10	"matrix"
1560382	"apply"	1000	10	"matrix"
1512472	"apply"	1000	10	"matrix"
25544	"colSums"	1000	10	"matrix"
1080913	"loop"	1000	10	"matrix"
1524630	"apply"	1000	10	"matrix"
1529713	"apply"	1000	10	"matrix"
27435	"colSums"	1000	10	"matrix"
1516828	"apply"	1000	10	"matrix"
1079544	"loop"	1000	10	"matrix"
1542150	"apply"	1000	10	"matrix"
1109635	"loop"	1000	10	"matrix"
1493908	"apply"	1000	10	"matrix"
1065215	"loop"	1000	10	"matrix"
1546007	"apply"	1000	10	"matrix"
1105177	"loop"	1000	10	"matrix"
1490303	"apply"	1000	10	"matrix"
1505123	"apply"	1000	10	"matrix"
1494601	"apply"	1000	10	"matrix"
3455717	"apply"	1000	10	"matrix"
34271	"colSums"	1000	10	"matrix"
19197	"colSums"	1000	10	"matrix"
1099627	"loop"	1000	10	"matrix"
1081400	"loop"	1000	10	"matrix"
22795	"colSums"	1000	10	"matrix"
1494718	"apply"	1000	10	"matrix"
1459173	"apply"	1000	10	"matrix"
23701	"colSums"	1000	10	"matrix"
1090482	"loop"	1000	10	"matrix"
1510452	"apply"	1000	10	"matrix"
1476061	"apply"	1000	10	"matrix"
1066978	"loop"	1000	10	"matrix"
1089627	"loop"	1000	10	"matrix"
32354	"colSums"	1000	10	"matrix"
1049621	"loop"	1000	10	"matrix"
1545488	"apply"	1000	10	"matrix"
1102980	"loop"	1000	10	"matrix"
1067177	"loop"	1000	10	"matrix"
1510959	"apply"	1000	10	"matrix"
1516087	"apply"	1000	10	"matrix"
1484138	"apply"	1000	10	"matrix"
30227	"colSums"	1000	10	"matrix"
1130285	"loop"	1000	10	"matrix"
1145303	"loop"	1000	10	"matrix"
1071868	"loop"	1000	10	"matrix"
1085128	"loop"	1000	10	"matrix"
31089	"colSums"	1000	10	"matrix"
1525614	"apply"	1000	10	"matrix"
22130	"colSums"	1000	10	"matrix"
1086014	"loop"	1000	10	"matrix"
1068527	"loop"	1000	10	"matrix"
1071937	"loop"	1000	10	"matrix"
24768	"colSums"	1000	10	"matrix"
1144816	"loop"	1000	10	"matrix"
1070754	"loop"	1000	10	"matrix"
24014	"colSums"	1000	10	"matrix"
1077231	"loop"	1000	10	"matrix"
20498	"colSums"	1000	10	"matrix"
1607459	"apply"	1000	10	"matrix"
1896371	"loop"	1000	10	"matrix"
2188444	"apply"	1000	10	"matrix"
1088174	"loop"	1000	10	"matrix"
1514119	"apply"	1000	10	"matrix"
1522496	"apply"	1000	10	"matrix"
1090018	"loop"	1000	10	"matrix"
35456	"colSums"	1000	10	"matrix"
20280	"colSums"	1000	10	"matrix"
1081826	"loop"	1000	10	"matrix"
1302390	"loop"	1000	10	"matrix"
1550660	"apply"	1000	10	"matrix"
27112	"colSums"	1000	10	"matrix"
1500102	"apply"	1000	10	"matrix"
1563157	"apply"	1000	10	"matrix"
1095774	"loop"	1000	10	"matrix"
1538908	"apply"	1000	10	"matrix"
29542	"colSums"	1000	10	"matrix"
2982150	"loop"	1000	10	"matrix"
1088467	"loop"	1000	10	"matrix"
41603	"colSums"	1000	10	"matrix"
20396	"colSums"	1000	10	"matrix"
1572544	"apply"	1000	10	"matrix"
2219575	"apply"	1000	10	"matrix"
30958	"colSums"	1000	10	"matrix"
1097871	"loop"	1000	10	"matrix"
1048570	"loop"	1000	10	"matrix"
1048296	"loop"	1000	10	"matrix"
29400	"colSums"	1000	10	"matrix"
1758917	"apply"	1000	10	"matrix"
1487688	"apply"	1000	10	"matrix"
1491865	"apply"	1000	10	"matrix"
29905	"colSums"	1000	10	"matrix"
1507519	"apply"	1000	10	"matrix"
1050839	"loop"	1000	10	"matrix"
24957	"colSums"	1000	10	"matrix"
1083216	"loop"	1000	10	"matrix"
1531105	"apply"	1000	10	"matrix"
1053909	"loop"	1000	10	"matrix"
1064915	"loop"	1000	10	"matrix"
1553995	"apply"	1000	10	"matrix"
34929	"colSums"	1000	10	"matrix"
22261	"colSums"	1000	10	"matrix"
20810	"colSums"	1000	10	"matrix"
1809070	"apply"	1000	10	"matrix"
33799	"colSums"	1000	10	"matrix"
1301724	"loop"	1000	10	"matrix"
1238748	"loop"	1000	10	"matrix"
1234219	"loop"	1000	10	"matrix"
1697043	"apply"	1000	10	"matrix"
1122764	"loop"	1000	10	"matrix"
1512499	"apply"	1000	10	"matrix"
1485857	"apply"	1000	10	"matrix"
29879	"colSums"	1000	10	"matrix"
1112849	"loop"	1000	10	"matrix"
1068989	"loop"	1000	10	"matrix"
1070257	"loop"	1000	10	"matrix"
1568155	"apply"	1000	10	"matrix"
1080225	"loop"	1000	10	"matrix"
30143	"colSums"	1000	10	"matrix"
1529957	"apply"	1000	10	"matrix"
1091901	"loop"	1000	10	"matrix"
23458	"colSums"	1000	10	"matrix"
19064	"colSums"	1000	10	"matrix"
18803	"colSums"	1000	10	"matrix"
1494871	"apply"	1000	10	"matrix"
1496694	"apply"	1000	10	"matrix"
1086330	"loop"	1000	10	"matrix"
1075537	"loop"	1000	10	"matrix"
1076254	"loop"	1000	10	"matrix"
46782	"colSums"	1000	10	"matrix"
1419138	"loop"	1000	10	"matrix"
23749	"colSums"	1000	10	"matrix"
1521701	"apply"	1000	10	"matrix"
1484814	"apply"	1000	10	"matrix"
22829	"colSums"	1000	10	"matrix"
19346	"colSums"	1000	10	"matrix"
1107337	"loop"	1000	10	"matrix"
3094818	"loop"	1000	10	"matrix"
1181145	"loop"	1000	10	"matrix"
1557287	"apply"	1000	10	"matrix"
32388	"colSums"	1000	10	"matrix"
1093200	"loop"	1000	10	"matrix"
1067156	"loop"	1000	10	"matrix"
24390	"colSums"	1000	10	"matrix"
19199	"colSums"	1000	10	"matrix"
18351	"colSums"	1000	10	"matrix"
1041626	"loop"	1000	10	"matrix"
1050125	"loop"	1000	10	"matrix"
1167497	"loop"	1000	10	"matrix"
1518114	"apply"	1000	10	"matrix"
1481967	"apply"	1000	10	"matrix"
1496586	"apply"	1000	10	"matrix"
31022	"colSums"	1000	10	"matrix"
1068830	"loop"	1000	10	"matrix"
1491503	"apply"	1000	10	"matrix"
1587893	"apply"	1000	10	"matrix"
1066455	"loop"	1000	10	"matrix"
32495	"colSums"	1000	10	"matrix"
1485313	"apply"	1000	10	"matrix"
1081171	"loop"	1000	10	"matrix"
1068355	"loop"	1000	10	"matrix"
28159	"colSums"	1000	10	"matrix"
19999	"colSums"	1000	10	"matrix"
1107867	"loop"	1000	10	"matrix"
1131190	"loop"	1000	10	"matrix"
23928	"colSums"	1000	10	"matrix"
1559900	"apply"	1000	10	"matrix"
1492955	"apply"	1000	10	"matrix"
1074551	"loop"	1000	10	"matrix"
1083954	"loop"	1000	10	"matrix"
28424	"colSums"	1000	10	"matrix"
1080801	"loop"	1000	10	"matrix"
1076284	"loop"	1000	10	"matrix"
21900	"colSums"	1000	10	"matrix"
1070299	"loop"	1000	10	"matrix"
1524471	"apply"	1000	10	"matrix"
23423	"colSums"	1000	10	"matrix"
1081586	"loop"	1000	10	"matrix"
1518229	"apply"	1000	10	"matrix"
1076743	"loop"	1000	10	"matrix"
1079380	"loop"	1000	10	"matrix"
1504954	"apply"	1000	10	"matrix"
1503870	"apply"	1000	10	"matrix"
1098925	"loop"	1000	10	"matrix"
1508998	"apply"	1000	10	"matrix"
1510138	"apply"	1000	10	"matrix"
1503443	"apply"	1000	10	"matrix"
29994	"colSums"	1000	10	"matrix"
1071459	"loop"	1000	10	"matrix"
19993	"colSums"	1000	10	"matrix"
27674	"colSums"	1000	10	"matrix"
1077962	"loop"	1000	10	"matrix"
1076260	"loop"	1000	10	"matrix"
21827	"colSums"	1000	10	"matrix"
1511163	"apply"	1000	10	"matrix"
1152055	"loop"	1000	10	"matrix"
23928	"colSums"	1000	10	"matrix"
19327	"colSums"	1000	10	"matrix"
3424914	"apply"	1000	10	"matrix"
1520912	"apply"	1000	10	"matrix"
1504475	"apply"	1000	10	"matrix"
29719	"colSums"	1000	10	"matrix"
1068675	"loop"	1000	10	"matrix"
1462216	"apply"	1000	10	"matrix"
1571880	"apply"	1000	10	"matrix"
1103563	"loop"	1000	10	"matrix"
1050890	"loop"	1000	10	"matrix"
1561525	"apply"	1000	10	"matrix"
1516229	"apply"	1000	10	"matrix"
1054615	"loop"	1000	10	"matrix"
31320	"colSums"	1000	10	"matrix"
19358	"colSums"	1000	10	"matrix"
1530012	"apply"	1000	10	"matrix"
22489	"colSums"	1000	10	"matrix"
1113885	"loop"	1000	10	"matrix"
1489307	"apply"	1000	10	"matrix"
1050224	"loop"	1000	10	"matrix"
1101287	"loop"	1000	10	"matrix"
1496263	"apply"	1000	10	"matrix"
28838	"colSums"	1000	10	"matrix"
1576061	"apply"	1000	10	"matrix"
1646202	"apply"	1000	10	"matrix"
1776129	"apply"	1000	10	"matrix"
29434	"colSums"	1000	10	"matrix"
1070186	"loop"	1000	10	"matrix"
20703	"colSums"	1000	10	"matrix"
19617	"colSums"	1000	10	"matrix"
1531904	"apply"	1000	10	"matrix"
21823	"colSums"	1000	10	"matrix"
1083263	"loop"	1000	10	"matrix"
1067251	"loop"	1000	10	"matrix"
1534750	"apply"	1000	10	"matrix"
1067958	"loop"	1000	10	"matrix"
1509086	"apply"	1000	10	"matrix"
1498048	"apply"	1000	10	"matrix"
1077594	"loop"	1000	10	"matrix"
30813	"colSums"	1000	10	"matrix"
19505	"colSums"	1000	10	"matrix"
18528	"colSums"	1000	10	"matrix"
1069275	"loop"	1000	10	"matrix"
19889	"colSums"	1000	10	"matrix"
1095490	"loop"	1000	10	"matrix"
1486604	"apply"	1000	10	"matrix"
1469824	"apply"	1000	10	"matrix"
1502843	"apply"	1000	10	"matrix"
1074803	"loop"	1000	10	"matrix"
1074732	"loop"	1000	10	"matrix"
1533019	"apply"	1000	10	"matrix"
