"Time"	"Function"	"Ncol"	"Nrow"	"Type"
20179878	"apply"	1000	1000	"matrix"
6480546	"loop"	1000	1000	"matrix"
12705449	"apply"	1000	1000	"matrix"
15298605	"apply"	1000	1000	"matrix"
6989702	"loop"	1000	1000	"matrix"
17780235	"apply"	1000	1000	"matrix"
14766533	"apply"	1000	1000	"matrix"
8081907	"loop"	1000	1000	"matrix"
1429178	"colSums"	1000	1000	"matrix"
11774077	"apply"	1000	1000	"matrix"
1856194	"colSums"	1000	1000	"matrix"
9725172	"loop"	1000	1000	"matrix"
11352435	"apply"	1000	1000	"matrix"
1501339	"colSums"	1000	1000	"matrix"
11051214	"loop"	1000	1000	"matrix"
13580009	"apply"	1000	1000	"matrix"
7202412	"loop"	1000	1000	"matrix"
17560217	"apply"	1000	1000	"matrix"
8377448	"loop"	1000	1000	"matrix"
13580683	"loop"	1000	1000	"matrix"
9618193	"loop"	1000	1000	"matrix"
7377041	"loop"	1000	1000	"matrix"
15453712	"apply"	1000	1000	"matrix"
15977093	"apply"	1000	1000	"matrix"
12066020	"apply"	1000	1000	"matrix"
22340121	"apply"	1000	1000	"matrix"
1299238	"colSums"	1000	1000	"matrix"
1442781	"colSums"	1000	1000	"matrix"
17626600	"apply"	1000	1000	"matrix"
1417636	"colSums"	1000	1000	"matrix"
8077742	"loop"	1000	1000	"matrix"
15719303	"apply"	1000	1000	"matrix"
1332711	"colSums"	1000	1000	"matrix"
1281395	"colSums"	1000	1000	"matrix"
20730860	"apply"	1000	1000	"matrix"
1499493	"colSums"	1000	1000	"matrix"
1423107	"colSums"	1000	1000	"matrix"
21869075	"apply"	1000	1000	"matrix"
12469175	"loop"	1000	1000	"matrix"
14984719	"apply"	1000	1000	"matrix"
17193817	"apply"	1000	1000	"matrix"
12546812	"apply"	1000	1000	"matrix"
15092232	"apply"	1000	1000	"matrix"
1279944	"colSums"	1000	1000	"matrix"
1407914	"colSums"	1000	1000	"matrix"
1350701	"colSums"	1000	1000	"matrix"
1290853	"colSums"	1000	1000	"matrix"
20652980	"apply"	1000	1000	"matrix"
16834478	"apply"	1000	1000	"matrix"
1858177	"colSums"	1000	1000	"matrix"
1493399	"colSums"	1000	1000	"matrix"
1440878	"colSums"	1000	1000	"matrix"
5948998	"loop"	1000	1000	"matrix"
12957927	"loop"	1000	1000	"matrix"
15561867	"apply"	1000	1000	"matrix"
5234286	"loop"	1000	1000	"matrix"
12811720	"loop"	1000	1000	"matrix"
1536784	"colSums"	1000	1000	"matrix"
7458315	"loop"	1000	1000	"matrix"
6576364	"loop"	1000	1000	"matrix"
15341154	"apply"	1000	1000	"matrix"
15972783	"apply"	1000	1000	"matrix"
5302774	"loop"	1000	1000	"matrix"
17866273	"apply"	1000	1000	"matrix"
20056109	"apply"	1000	1000	"matrix"
1551963	"colSums"	1000	1000	"matrix"
8714350	"loop"	1000	1000	"matrix"
1549396	"colSums"	1000	1000	"matrix"
1421900	"colSums"	1000	1000	"matrix"
10794384	"loop"	1000	1000	"matrix"
21359519	"apply"	1000	1000	"matrix"
73247970	"apply"	1000	1000	"matrix"
1434154	"colSums"	1000	1000	"matrix"
6498405	"loop"	1000	1000	"matrix"
1553127	"colSums"	1000	1000	"matrix"
1835020	"colSums"	1000	1000	"matrix"
1485325	"colSums"	1000	1000	"matrix"
12771835	"apply"	1000	1000	"matrix"
1550024	"colSums"	1000	1000	"matrix"
1449095	"colSums"	1000	1000	"matrix"
1339998	"colSums"	1000	1000	"matrix"
1535950	"colSums"	1000	1000	"matrix"
1692106	"colSums"	1000	1000	"matrix"
19638043	"apply"	1000	1000	"matrix"
10627035	"apply"	1000	1000	"matrix"
1540471	"colSums"	1000	1000	"matrix"
5735700	"loop"	1000	1000	"matrix"
16111812	"apply"	1000	1000	"matrix"
11606834	"apply"	1000	1000	"matrix"
17304891	"apply"	1000	1000	"matrix"
14303374	"apply"	1000	1000	"matrix"
1244056	"colSums"	1000	1000	"matrix"
1594758	"colSums"	1000	1000	"matrix"
1452323	"colSums"	1000	1000	"matrix"
8961122	"loop"	1000	1000	"matrix"
11945756	"loop"	1000	1000	"matrix"
8528768	"loop"	1000	1000	"matrix"
14924813	"loop"	1000	1000	"matrix"
16651218	"apply"	1000	1000	"matrix"
16384678	"apply"	1000	1000	"matrix"
1254247	"colSums"	1000	1000	"matrix"
1498306	"colSums"	1000	1000	"matrix"
22837575	"apply"	1000	1000	"matrix"
5269006	"loop"	1000	1000	"matrix"
5649165	"loop"	1000	1000	"matrix"
5894898	"loop"	1000	1000	"matrix"
6096173	"loop"	1000	1000	"matrix"
16801051	"apply"	1000	1000	"matrix"
11773441	"apply"	1000	1000	"matrix"
1696026	"colSums"	1000	1000	"matrix"
19677792	"apply"	1000	1000	"matrix"
11207094	"apply"	1000	1000	"matrix"
19756600	"apply"	1000	1000	"matrix"
11982088	"apply"	1000	1000	"matrix"
10612232	"loop"	1000	1000	"matrix"
12489347	"apply"	1000	1000	"matrix"
1194180	"colSums"	1000	1000	"matrix"
10802686	"loop"	1000	1000	"matrix"
21677555	"apply"	1000	1000	"matrix"
19847931	"apply"	1000	1000	"matrix"
1506770	"colSums"	1000	1000	"matrix"
20472061	"apply"	1000	1000	"matrix"
14734581	"loop"	1000	1000	"matrix"
1462480	"colSums"	1000	1000	"matrix"
1495300	"colSums"	1000	1000	"matrix"
17440348	"apply"	1000	1000	"matrix"
8343831	"loop"	1000	1000	"matrix"
10545131	"apply"	1000	1000	"matrix"
9158559	"loop"	1000	1000	"matrix"
6487182	"loop"	1000	1000	"matrix"
1551495	"colSums"	1000	1000	"matrix"
6629088	"loop"	1000	1000	"matrix"
1771061	"colSums"	1000	1000	"matrix"
1705283	"colSums"	1000	1000	"matrix"
1561480	"colSums"	1000	1000	"matrix"
1465356	"colSums"	1000	1000	"matrix"
6505613	"loop"	1000	1000	"matrix"
6953641	"loop"	1000	1000	"matrix"
1472701	"colSums"	1000	1000	"matrix"
8966757	"loop"	1000	1000	"matrix"
1351662	"colSums"	1000	1000	"matrix"
8894614	"loop"	1000	1000	"matrix"
1543322	"colSums"	1000	1000	"matrix"
14193486	"apply"	1000	1000	"matrix"
1443569	"colSums"	1000	1000	"matrix"
1344887	"colSums"	1000	1000	"matrix"
5680705	"loop"	1000	1000	"matrix"
10938007	"loop"	1000	1000	"matrix"
6844784	"loop"	1000	1000	"matrix"
2109863	"colSums"	1000	1000	"matrix"
6452518	"loop"	1000	1000	"matrix"
7480839	"loop"	1000	1000	"matrix"
8115506	"loop"	1000	1000	"matrix"
18995734	"apply"	1000	1000	"matrix"
13250587	"apply"	1000	1000	"matrix"
17982462	"apply"	1000	1000	"matrix"
9449319	"loop"	1000	1000	"matrix"
6378289	"loop"	1000	1000	"matrix"
7210941	"loop"	1000	1000	"matrix"
11912726	"apply"	1000	1000	"matrix"
8317161	"loop"	1000	1000	"matrix"
1593932	"colSums"	1000	1000	"matrix"
1431640	"colSums"	1000	1000	"matrix"
9048921	"loop"	1000	1000	"matrix"
9331396	"loop"	1000	1000	"matrix"
17174025	"apply"	1000	1000	"matrix"
19483218	"apply"	1000	1000	"matrix"
8739281	"loop"	1000	1000	"matrix"
10625003	"apply"	1000	1000	"matrix"
1454678	"colSums"	1000	1000	"matrix"
11177999	"loop"	1000	1000	"matrix"
14323891	"apply"	1000	1000	"matrix"
18035257	"apply"	1000	1000	"matrix"
7046996	"loop"	1000	1000	"matrix"
7993038	"loop"	1000	1000	"matrix"
8911976	"loop"	1000	1000	"matrix"
6694713	"loop"	1000	1000	"matrix"
1472810	"colSums"	1000	1000	"matrix"
18796978	"apply"	1000	1000	"matrix"
1540889	"colSums"	1000	1000	"matrix"
12943907	"loop"	1000	1000	"matrix"
16139254	"apply"	1000	1000	"matrix"
18971236	"apply"	1000	1000	"matrix"
8303654	"loop"	1000	1000	"matrix"
2090344	"colSums"	1000	1000	"matrix"
1617910	"colSums"	1000	1000	"matrix"
18010299	"apply"	1000	1000	"matrix"
1503739	"colSums"	1000	1000	"matrix"
7531639	"loop"	1000	1000	"matrix"
7884596	"loop"	1000	1000	"matrix"
1482604	"colSums"	1000	1000	"matrix"
1447779	"colSums"	1000	1000	"matrix"
5572365	"loop"	1000	1000	"matrix"
15390799	"apply"	1000	1000	"matrix"
1416293	"colSums"	1000	1000	"matrix"
16163567	"apply"	1000	1000	"matrix"
1352071	"colSums"	1000	1000	"matrix"
6527438	"loop"	1000	1000	"matrix"
1811832	"colSums"	1000	1000	"matrix"
17856217	"apply"	1000	1000	"matrix"
14137574	"apply"	1000	1000	"matrix"
12928754	"loop"	1000	1000	"matrix"
8657622	"loop"	1000	1000	"matrix"
1283584	"colSums"	1000	1000	"matrix"
8714733	"loop"	1000	1000	"matrix"
21341637	"apply"	1000	1000	"matrix"
9299384	"loop"	1000	1000	"matrix"
10582654	"loop"	1000	1000	"matrix"
13817829	"apply"	1000	1000	"matrix"
16074297	"apply"	1000	1000	"matrix"
1846052	"colSums"	1000	1000	"matrix"
8564135	"loop"	1000	1000	"matrix"
21660906	"apply"	1000	1000	"matrix"
1544900	"colSums"	1000	1000	"matrix"
8116667	"loop"	1000	1000	"matrix"
10528613	"loop"	1000	1000	"matrix"
14169389	"apply"	1000	1000	"matrix"
16737898	"apply"	1000	1000	"matrix"
22609148	"apply"	1000	1000	"matrix"
1365808	"colSums"	1000	1000	"matrix"
1955396	"colSums"	1000	1000	"matrix"
16055251	"apply"	1000	1000	"matrix"
20575519	"apply"	1000	1000	"matrix"
21732994	"apply"	1000	1000	"matrix"
1464097	"colSums"	1000	1000	"matrix"
5729920	"loop"	1000	1000	"matrix"
1190999	"colSums"	1000	1000	"matrix"
1401573	"colSums"	1000	1000	"matrix"
1495166	"colSums"	1000	1000	"matrix"
1465876	"colSums"	1000	1000	"matrix"
5898064	"loop"	1000	1000	"matrix"
11788330	"loop"	1000	1000	"matrix"
7307773	"loop"	1000	1000	"matrix"
1504326	"colSums"	1000	1000	"matrix"
8301457	"loop"	1000	1000	"matrix"
9342995	"loop"	1000	1000	"matrix"
17343686	"apply"	1000	1000	"matrix"
20771505	"apply"	1000	1000	"matrix"
21116121	"apply"	1000	1000	"matrix"
9121391	"loop"	1000	1000	"matrix"
12598644	"loop"	1000	1000	"matrix"
1374762	"colSums"	1000	1000	"matrix"
8007747	"loop"	1000	1000	"matrix"
8811084	"loop"	1000	1000	"matrix"
2468605	"colSums"	1000	1000	"matrix"
1406844	"colSums"	1000	1000	"matrix"
10991164	"loop"	1000	1000	"matrix"
6025644	"loop"	1000	1000	"matrix"
22132501	"apply"	1000	1000	"matrix"
1341226	"colSums"	1000	1000	"matrix"
20122093	"apply"	1000	1000	"matrix"
17498910	"apply"	1000	1000	"matrix"
1354896	"colSums"	1000	1000	"matrix"
7574453	"loop"	1000	1000	"matrix"
1520065	"colSums"	1000	1000	"matrix"
16544507	"apply"	1000	1000	"matrix"
1533245	"colSums"	1000	1000	"matrix"
1475551	"colSums"	1000	1000	"matrix"
11716939	"loop"	1000	1000	"matrix"
11392012	"apply"	1000	1000	"matrix"
7234967	"loop"	1000	1000	"matrix"
1455911	"colSums"	1000	1000	"matrix"
21582554	"apply"	1000	1000	"matrix"
1411527	"colSums"	1000	1000	"matrix"
1507467	"colSums"	1000	1000	"matrix"
22462739	"apply"	1000	1000	"matrix"
8850967	"loop"	1000	1000	"matrix"
17455257	"apply"	1000	1000	"matrix"
1792910	"colSums"	1000	1000	"matrix"
70984769	"apply"	1000	1000	"matrix"
6034377	"loop"	1000	1000	"matrix"
7407120	"loop"	1000	1000	"matrix"
15709704	"apply"	1000	1000	"matrix"
9389678	"loop"	1000	1000	"matrix"
1551178	"colSums"	1000	1000	"matrix"
2372440	"colSums"	1000	1000	"matrix"
7779847	"loop"	1000	1000	"matrix"
13986280	"apply"	1000	1000	"matrix"
1339771	"colSums"	1000	1000	"matrix"
1343561	"colSums"	1000	1000	"matrix"
15322332	"apply"	1000	1000	"matrix"
1403624	"colSums"	1000	1000	"matrix"
1902889	"colSums"	1000	1000	"matrix"
1358740	"colSums"	1000	1000	"matrix"
1422489	"colSums"	1000	1000	"matrix"
1839077	"colSums"	1000	1000	"matrix"
1421864	"colSums"	1000	1000	"matrix"
1467135	"colSums"	1000	1000	"matrix"
7035760	"loop"	1000	1000	"matrix"
9647287	"loop"	1000	1000	"matrix"
10131047	"loop"	1000	1000	"matrix"
1337580	"colSums"	1000	1000	"matrix"
1203958	"colSums"	1000	1000	"matrix"
18299444	"apply"	1000	1000	"matrix"
10980633	"loop"	1000	1000	"matrix"
11305072	"apply"	1000	1000	"matrix"
1456452	"colSums"	1000	1000	"matrix"
20103872	"apply"	1000	1000	"matrix"
9957664	"apply"	1000	1000	"matrix"
10287349	"loop"	1000	1000	"matrix"
8594752	"loop"	1000	1000	"matrix"
13041897	"loop"	1000	1000	"matrix"
8681482	"loop"	1000	1000	"matrix"
21911543	"apply"	1000	1000	"matrix"
17788009	"apply"	1000	1000	"matrix"
16782501	"apply"	1000	1000	"matrix"
2003441	"colSums"	1000	1000	"matrix"
1409005	"colSums"	1000	1000	"matrix"
1755182	"colSums"	1000	1000	"matrix"
12297992	"apply"	1000	1000	"matrix"
6852211	"loop"	1000	1000	"matrix"
1570013	"colSums"	1000	1000	"matrix"
8983973	"loop"	1000	1000	"matrix"
15489495	"apply"	1000	1000	"matrix"
10888072	"apply"	1000	1000	"matrix"
6895883	"loop"	1000	1000	"matrix"
9605967	"loop"	1000	1000	"matrix"
6782228	"loop"	1000	1000	"matrix"
1365512	"colSums"	1000	1000	"matrix"
7449853	"loop"	1000	1000	"matrix"
18962217	"apply"	1000	1000	"matrix"
11808263	"apply"	1000	1000	"matrix"
12426227	"loop"	1000	1000	"matrix"
6741672	"loop"	1000	1000	"matrix"
6132561	"loop"	1000	1000	"matrix"
1934150	"colSums"	1000	1000	"matrix"
1633367	"colSums"	1000	1000	"matrix"
1373597	"colSums"	1000	1000	"matrix"
8958413	"loop"	1000	1000	"matrix"
16937401	"apply"	1000	1000	"matrix"
6286944	"loop"	1000	1000	"matrix"
1425537	"colSums"	1000	1000	"matrix"
1395256	"colSums"	1000	1000	"matrix"
16139278	"apply"	1000	1000	"matrix"
1762585	"colSums"	1000	1000	"matrix"
1507289	"colSums"	1000	1000	"matrix"
1598405	"colSums"	1000	1000	"matrix"
9592507	"loop"	1000	1000	"matrix"
12791115	"apply"	1000	1000	"matrix"
1688714	"colSums"	1000	1000	"matrix"
14048566	"apply"	1000	1000	"matrix"
21148575	"apply"	1000	1000	"matrix"
18218244	"apply"	1000	1000	"matrix"
22353452	"apply"	1000	1000	"matrix"
14516013	"loop"	1000	1000	"matrix"
1433962	"colSums"	1000	1000	"matrix"
5032557	"loop"	1000	1000	"matrix"
5518902	"loop"	1000	1000	"matrix"
6066202	"loop"	1000	1000	"matrix"
16307102	"apply"	1000	1000	"matrix"
1444659	"colSums"	1000	1000	"matrix"
1785195	"colSums"	1000	1000	"matrix"
11880457	"apply"	1000	1000	"matrix"
1534474	"colSums"	1000	1000	"matrix"
1403603	"colSums"	1000	1000	"matrix"
1878247	"colSums"	1000	1000	"matrix"
20837431	"apply"	1000	1000	"matrix"
11243596	"apply"	1000	1000	"matrix"
21822151	"apply"	1000	1000	"matrix"
2064300	"colSums"	1000	1000	"matrix"
1513930	"colSums"	1000	1000	"matrix"
17207296	"apply"	1000	1000	"matrix"
9004518	"loop"	1000	1000	"matrix"
7825700	"loop"	1000	1000	"matrix"
9349911	"loop"	1000	1000	"matrix"
7143526	"loop"	1000	1000	"matrix"
1564188	"colSums"	1000	1000	"matrix"
1475358	"colSums"	1000	1000	"matrix"
11228562	"apply"	1000	1000	"matrix"
6571566	"loop"	1000	1000	"matrix"
1381709	"colSums"	1000	1000	"matrix"
1478685	"colSums"	1000	1000	"matrix"
11481248	"loop"	1000	1000	"matrix"
5916921	"loop"	1000	1000	"matrix"
7047180	"loop"	1000	1000	"matrix"
15931215	"apply"	1000	1000	"matrix"
1488383	"colSums"	1000	1000	"matrix"
8539394	"loop"	1000	1000	"matrix"
7750416	"loop"	1000	1000	"matrix"
6535108	"loop"	1000	1000	"matrix"
1352073	"colSums"	1000	1000	"matrix"
19658699	"apply"	1000	1000	"matrix"
8484817	"loop"	1000	1000	"matrix"
1515368	"colSums"	1000	1000	"matrix"
1398486	"colSums"	1000	1000	"matrix"
22616698	"apply"	1000	1000	"matrix"
1605005	"colSums"	1000	1000	"matrix"
1505410	"colSums"	1000	1000	"matrix"
12653823	"apply"	1000	1000	"matrix"
1409621	"colSums"	1000	1000	"matrix"
14838248	"apply"	1000	1000	"matrix"
1652555	"colSums"	1000	1000	"matrix"
16742752	"apply"	1000	1000	"matrix"
16809825	"apply"	1000	1000	"matrix"
1716404	"colSums"	1000	1000	"matrix"
11755878	"apply"	1000	1000	"matrix"
1542823	"colSums"	1000	1000	"matrix"
16350354	"apply"	1000	1000	"matrix"
21498177	"apply"	1000	1000	"matrix"
16401624	"apply"	1000	1000	"matrix"
1358049	"colSums"	1000	1000	"matrix"
26368079	"apply"	1000	1000	"matrix"
1739411	"colSums"	1000	1000	"matrix"
1346123	"colSums"	1000	1000	"matrix"
13011997	"apply"	1000	1000	"matrix"
1428159	"colSums"	1000	1000	"matrix"
1266742	"colSums"	1000	1000	"matrix"
8708897	"loop"	1000	1000	"matrix"
12508792	"loop"	1000	1000	"matrix"
1452359	"colSums"	1000	1000	"matrix"
15994676	"apply"	1000	1000	"matrix"
10338112	"loop"	1000	1000	"matrix"
6615593	"loop"	1000	1000	"matrix"
1190211	"colSums"	1000	1000	"matrix"
12706319	"apply"	1000	1000	"matrix"
1488106	"colSums"	1000	1000	"matrix"
10121602	"loop"	1000	1000	"matrix"
1603475	"colSums"	1000	1000	"matrix"
11695986	"apply"	1000	1000	"matrix"
10062551	"loop"	1000	1000	"matrix"
6627499	"loop"	1000	1000	"matrix"
12168419	"apply"	1000	1000	"matrix"
12648593	"loop"	1000	1000	"matrix"
17047016	"apply"	1000	1000	"matrix"
1692168	"colSums"	1000	1000	"matrix"
20762486	"apply"	1000	1000	"matrix"
1480655	"colSums"	1000	1000	"matrix"
9536546	"loop"	1000	1000	"matrix"
13218811	"loop"	1000	1000	"matrix"
1432306	"colSums"	1000	1000	"matrix"
1471991	"colSums"	1000	1000	"matrix"
21081990	"apply"	1000	1000	"matrix"
11696621	"loop"	1000	1000	"matrix"
16895313	"apply"	1000	1000	"matrix"
1423964	"colSums"	1000	1000	"matrix"
1340741	"colSums"	1000	1000	"matrix"
12242155	"loop"	1000	1000	"matrix"
16387412	"apply"	1000	1000	"matrix"
7017943	"loop"	1000	1000	"matrix"
1445313	"colSums"	1000	1000	"matrix"
13871848	"loop"	1000	1000	"matrix"
1551970	"colSums"	1000	1000	"matrix"
17528914	"apply"	1000	1000	"matrix"
10519166	"loop"	1000	1000	"matrix"
1519807	"colSums"	1000	1000	"matrix"
1477616	"colSums"	1000	1000	"matrix"
12685411	"apply"	1000	1000	"matrix"
6566192	"loop"	1000	1000	"matrix"
17147440	"apply"	1000	1000	"matrix"
13967906	"apply"	1000	1000	"matrix"
19348232	"apply"	1000	1000	"matrix"
18238688	"apply"	1000	1000	"matrix"
1446626	"colSums"	1000	1000	"matrix"
8434695	"loop"	1000	1000	"matrix"
22221733	"apply"	1000	1000	"matrix"
1374299	"colSums"	1000	1000	"matrix"
1334562	"colSums"	1000	1000	"matrix"
14038692	"apply"	1000	1000	"matrix"
1541126	"colSums"	1000	1000	"matrix"
12537427	"apply"	1000	1000	"matrix"
16095505	"apply"	1000	1000	"matrix"
65142094	"apply"	1000	1000	"matrix"
6650851	"loop"	1000	1000	"matrix"
11084970	"apply"	1000	1000	"matrix"
1429515	"colSums"	1000	1000	"matrix"
13709361	"loop"	1000	1000	"matrix"
13223345	"apply"	1000	1000	"matrix"
6393320	"loop"	1000	1000	"matrix"
16045590	"apply"	1000	1000	"matrix"
9692105	"loop"	1000	1000	"matrix"
5908961	"loop"	1000	1000	"matrix"
7222736	"loop"	1000	1000	"matrix"
1594381	"colSums"	1000	1000	"matrix"
16207162	"apply"	1000	1000	"matrix"
7175457	"loop"	1000	1000	"matrix"
6608286	"loop"	1000	1000	"matrix"
11206313	"apply"	1000	1000	"matrix"
15412662	"apply"	1000	1000	"matrix"
17371813	"apply"	1000	1000	"matrix"
19168413	"apply"	1000	1000	"matrix"
1718820	"colSums"	1000	1000	"matrix"
17988182	"apply"	1000	1000	"matrix"
15963904	"apply"	1000	1000	"matrix"
1491261	"colSums"	1000	1000	"matrix"
13648916	"apply"	1000	1000	"matrix"
19935266	"apply"	1000	1000	"matrix"
7391204	"loop"	1000	1000	"matrix"
12118528	"apply"	1000	1000	"matrix"
1450991	"colSums"	1000	1000	"matrix"
10395785	"loop"	1000	1000	"matrix"
7624106	"loop"	1000	1000	"matrix"
7463751	"loop"	1000	1000	"matrix"
12291578	"apply"	1000	1000	"matrix"
9943129	"loop"	1000	1000	"matrix"
13051065	"apply"	1000	1000	"matrix"
6556148	"loop"	1000	1000	"matrix"
6647164	"loop"	1000	1000	"matrix"
16126505	"apply"	1000	1000	"matrix"
15136783	"apply"	1000	1000	"matrix"
1438086	"colSums"	1000	1000	"matrix"
17847543	"apply"	1000	1000	"matrix"
6196485	"loop"	1000	1000	"matrix"
1483364	"colSums"	1000	1000	"matrix"
6406713	"loop"	1000	1000	"matrix"
14865248	"apply"	1000	1000	"matrix"
6671970	"loop"	1000	1000	"matrix"
18941158	"apply"	1000	1000	"matrix"
10645258	"loop"	1000	1000	"matrix"
6984984	"loop"	1000	1000	"matrix"
9101154	"loop"	1000	1000	"matrix"
1347272	"colSums"	1000	1000	"matrix"
1385532	"colSums"	1000	1000	"matrix"
1450312	"colSums"	1000	1000	"matrix"
1519638	"colSums"	1000	1000	"matrix"
8497394	"loop"	1000	1000	"matrix"
14695339	"loop"	1000	1000	"matrix"
1799948	"colSums"	1000	1000	"matrix"
16667381	"apply"	1000	1000	"matrix"
8909884	"loop"	1000	1000	"matrix"
16766143	"apply"	1000	1000	"matrix"
9228912	"loop"	1000	1000	"matrix"
1402861	"colSums"	1000	1000	"matrix"
1373365	"colSums"	1000	1000	"matrix"
16559092	"apply"	1000	1000	"matrix"
12981162	"apply"	1000	1000	"matrix"
1475708	"colSums"	1000	1000	"matrix"
19910878	"apply"	1000	1000	"matrix"
11614274	"apply"	1000	1000	"matrix"
5031102	"loop"	1000	1000	"matrix"
1348984	"colSums"	1000	1000	"matrix"
8307835	"loop"	1000	1000	"matrix"
21802684	"apply"	1000	1000	"matrix"
16088461	"apply"	1000	1000	"matrix"
1335192	"colSums"	1000	1000	"matrix"
25748545	"apply"	1000	1000	"matrix"
1962554	"colSums"	1000	1000	"matrix"
5223219	"loop"	1000	1000	"matrix"
1397377	"colSums"	1000	1000	"matrix"
1626183	"colSums"	1000	1000	"matrix"
1486632	"colSums"	1000	1000	"matrix"
6189337	"loop"	1000	1000	"matrix"
1533249	"colSums"	1000	1000	"matrix"
16492103	"apply"	1000	1000	"matrix"
5760471	"loop"	1000	1000	"matrix"
1419265	"colSums"	1000	1000	"matrix"
18786488	"apply"	1000	1000	"matrix"
19304744	"apply"	1000	1000	"matrix"
18001542	"apply"	1000	1000	"matrix"
13296444	"apply"	1000	1000	"matrix"
1702206	"colSums"	1000	1000	"matrix"
18203808	"apply"	1000	1000	"matrix"
1346226	"colSums"	1000	1000	"matrix"
2037246	"colSums"	1000	1000	"matrix"
1276761	"colSums"	1000	1000	"matrix"
1532370	"colSums"	1000	1000	"matrix"
1312695	"colSums"	1000	1000	"matrix"
12922482	"loop"	1000	1000	"matrix"
12556777	"apply"	1000	1000	"matrix"
7133048	"loop"	1000	1000	"matrix"
16364545	"apply"	1000	1000	"matrix"
13190331	"apply"	1000	1000	"matrix"
22008019	"apply"	1000	1000	"matrix"
18549404	"apply"	1000	1000	"matrix"
26272160	"apply"	1000	1000	"matrix"
15591679	"apply"	1000	1000	"matrix"
8162627	"loop"	1000	1000	"matrix"
1537781	"colSums"	1000	1000	"matrix"
1675739	"colSums"	1000	1000	"matrix"
11816290	"apply"	1000	1000	"matrix"
10455923	"loop"	1000	1000	"matrix"
1775085	"colSums"	1000	1000	"matrix"
6689602	"loop"	1000	1000	"matrix"
1784729	"colSums"	1000	1000	"matrix"
1761384	"colSums"	1000	1000	"matrix"
19455777	"apply"	1000	1000	"matrix"
20752108	"apply"	1000	1000	"matrix"
2137686	"colSums"	1000	1000	"matrix"
18231343	"apply"	1000	1000	"matrix"
13088906	"apply"	1000	1000	"matrix"
6728388	"loop"	1000	1000	"matrix"
1533993	"colSums"	1000	1000	"matrix"
2021466	"colSums"	1000	1000	"matrix"
10057687	"loop"	1000	1000	"matrix"
1504206	"colSums"	1000	1000	"matrix"
1788804	"colSums"	1000	1000	"matrix"
1679362	"colSums"	1000	1000	"matrix"
8846062	"loop"	1000	1000	"matrix"
1839815	"colSums"	1000	1000	"matrix"
1558802	"colSums"	1000	1000	"matrix"
13339097	"apply"	1000	1000	"matrix"
1463965	"colSums"	1000	1000	"matrix"
8854814	"loop"	1000	1000	"matrix"
13619474	"loop"	1000	1000	"matrix"
1386218	"colSums"	1000	1000	"matrix"
7296192	"loop"	1000	1000	"matrix"
15483050	"apply"	1000	1000	"matrix"
1478470	"colSums"	1000	1000	"matrix"
1618789	"colSums"	1000	1000	"matrix"
7143216	"loop"	1000	1000	"matrix"
1506114	"colSums"	1000	1000	"matrix"
13543760	"loop"	1000	1000	"matrix"
9531988	"loop"	1000	1000	"matrix"
16462657	"apply"	1000	1000	"matrix"
5423831	"loop"	1000	1000	"matrix"
17090281	"apply"	1000	1000	"matrix"
15741717	"apply"	1000	1000	"matrix"
24419580	"apply"	1000	1000	"matrix"
3130738	"colSums"	1000	1000	"matrix"
13247541	"apply"	1000	1000	"matrix"
6130722	"loop"	1000	1000	"matrix"
22511130	"apply"	1000	1000	"matrix"
1730042	"colSums"	1000	1000	"matrix"
1255861	"colSums"	1000	1000	"matrix"
1710347	"colSums"	1000	1000	"matrix"
2442198	"colSums"	1000	1000	"matrix"
16390361	"apply"	1000	1000	"matrix"
8349895	"loop"	1000	1000	"matrix"
1438617	"colSums"	1000	1000	"matrix"
1488837	"colSums"	1000	1000	"matrix"
20722016	"apply"	1000	1000	"matrix"
9512668	"loop"	1000	1000	"matrix"
1497906	"colSums"	1000	1000	"matrix"
1686702	"colSums"	1000	1000	"matrix"
7302510	"loop"	1000	1000	"matrix"
1345057	"colSums"	1000	1000	"matrix"
1569712	"colSums"	1000	1000	"matrix"
6668098	"loop"	1000	1000	"matrix"
12082988	"loop"	1000	1000	"matrix"
1624338	"colSums"	1000	1000	"matrix"
1617666	"colSums"	1000	1000	"matrix"
1448613	"colSums"	1000	1000	"matrix"
15005893	"apply"	1000	1000	"matrix"
1556221	"colSums"	1000	1000	"matrix"
21181678	"apply"	1000	1000	"matrix"
12899662	"apply"	1000	1000	"matrix"
22990463	"apply"	1000	1000	"matrix"
1343198	"colSums"	1000	1000	"matrix"
1595660	"colSums"	1000	1000	"matrix"
10196543	"loop"	1000	1000	"matrix"
1621989	"colSums"	1000	1000	"matrix"
10553662	"loop"	1000	1000	"matrix"
6369204	"loop"	1000	1000	"matrix"
5069438	"loop"	1000	1000	"matrix"
13067672	"loop"	1000	1000	"matrix"
18525626	"apply"	1000	1000	"matrix"
1544433	"colSums"	1000	1000	"matrix"
1303074	"colSums"	1000	1000	"matrix"
13640475	"loop"	1000	1000	"matrix"
9806895	"loop"	1000	1000	"matrix"
1878873	"colSums"	1000	1000	"matrix"
13324500	"loop"	1000	1000	"matrix"
8937780	"loop"	1000	1000	"matrix"
21643656	"apply"	1000	1000	"matrix"
9321761	"loop"	1000	1000	"matrix"
